num_recreated_workers,episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths
0,4.958787761658714,0.0,0.3479031609804366,500.0,0,0,15,13065,205000,13065,205000,1005,67000,13065,67000,13065,False,15,13,3637b_00000,b0650598341c4f4bbd51fb7156d480b8,2022-08-31_14-13-12,1661947992,4.286261320114136,24.61721158027649,1575056,main-desktop,192.168.0.58,24.61721158027649,0,13,4.5533483028411865,13065,205000,13065,205000,4.958787761658714,0.0,0.3479031609804366,500.0,0,0,"[0.0, 0.0, 0.0, 0.0, 0.02776837159703205, 4.958787761658714, 0.0, 0.22999687533411228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001994406116690439]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",60.217,13065,205000,13065,205000,21.78333333333333,43.166666666666664,"[0.0, 0.0, 0.0, 0.0, 0.02776837159703205, 4.958787761658714, 0.0, 0.22999687533411228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001994406116690439]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]"
0,4.958787761658714,0.0,0.3479031609804366,500.0,0,0,15,14070,272000,14070,272000,1005,67000,14070,67000,14070,False,15,14,3637b_00000,b0650598341c4f4bbd51fb7156d480b8,2022-08-31_14-13-17,1661947997,4.45236611366272,29.06957769393921,1575056,main-desktop,192.168.0.58,29.06957769393921,0,14,4.5533483028411865,14070,272000,14070,272000,4.958787761658714,0.0,0.3479031609804366,500.0,0,0,"[0.0, 0.0, 0.0, 0.0, 0.02776837159703205, 4.958787761658714, 0.0, 0.22999687533411228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001994406116690439]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",67.365,14070,272000,14070,272000,22.666666666666668,43.23333333333333,"[0.0, 0.0, 0.0, 0.0, 0.02776837159703205, 4.958787761658714, 0.0, 0.22999687533411228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001994406116690439]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]"
0,4.958787761658714,0.0,0.21180535316174268,500.0,15,0,15,15075,339000,15075,339000,1005,67000,15075,67000,15075,False,30,15,3637b_00000,b0650598341c4f4bbd51fb7156d480b8,2022-08-31_14-13-21,1661948001,4.5376105308532715,33.60718822479248,1575056,main-desktop,192.168.0.58,33.60718822479248,0,15,4.5533483028411865,15075,339000,15075,339000,4.958787761658714,0.0,0.21180535316174268,500.0,15,0,"[0.0, 0.0, 0.0, 0.0, 0.02776837159703205, 4.958787761658714, 0.0, 0.22999687533411228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001994406116690439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1356131801457314]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",74.165,15075,339000,15075,339000,22.914285714285715,43.300000000000004,"[0.0, 0.0, 0.0, 0.0, 0.02776837159703205, 4.958787761658714, 0.0, 0.22999687533411228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001994406116690439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1356131801457314]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]"
0,4.958787761658714,0.0,0.21180535316174268,500.0,0,0,15,16080,406000,16080,406000,1005,67000,16080,67000,16080,False,30,16,3637b_00000,b0650598341c4f4bbd51fb7156d480b8,2022-08-31_14-13-26,1661948006,4.399426221847534,38.006614446640015,1575056,main-desktop,192.168.0.58,38.006614446640015,0,16,4.5533483028411865,16080,406000,16080,406000,4.958787761658714,0.0,0.21180535316174268,500.0,0,0,"[0.0, 0.0, 0.0, 0.0, 0.02776837159703205, 4.958787761658714, 0.0, 0.22999687533411228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001994406116690439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1356131801457314]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",66.532,16080,406000,16080,406000,22.166666666666668,43.31666666666666,"[0.0, 0.0, 0.0, 0.0, 0.02776837159703205, 4.958787761658714, 0.0, 0.22999687533411228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001994406116690439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1356131801457314]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]"
0,4.958787761658714,0.0,0.21180535316174268,500.0,0,0,15,17085,473000,17085,473000,1005,67000,17085,67000,17085,False,30,17,3637b_00000,b0650598341c4f4bbd51fb7156d480b8,2022-08-31_14-13-30,1661948010,4.414838075637817,42.42145252227783,1575056,main-desktop,192.168.0.58,42.42145252227783,0,17,4.5533483028411865,17085,473000,17085,473000,4.958787761658714,0.0,0.21180535316174268,500.0,0,0,"[0.0, 0.0, 0.0, 0.0, 0.02776837159703205, 4.958787761658714, 0.0, 0.22999687533411228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001994406116690439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1356131801457314]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",63.421,17085,473000,17085,473000,23.149999999999995,38.31666666666666,"[0.0, 0.0, 0.0, 0.0, 0.02776837159703205, 4.958787761658714, 0.0, 0.22999687533411228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001994406116690439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1356131801457314]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]"
0,4.958787761658714,0.0,0.21180535316174268,500.0,0,0,15,18090,540000,18090,540000,1005,67000,18090,67000,18090,False,30,18,3637b_00000,b0650598341c4f4bbd51fb7156d480b8,2022-08-31_14-13-35,1661948015,4.4086222648620605,46.83007478713989,1575056,main-desktop,192.168.0.58,46.83007478713989,0,18,4.5533483028411865,18090,540000,18090,540000,4.958787761658714,0.0,0.21180535316174268,500.0,0,0,"[0.0, 0.0, 0.0, 0.0, 0.02776837159703205, 4.958787761658714, 0.0, 0.22999687533411228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001994406116690439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1356131801457314]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",61.935,18090,540000,18090,540000,22.242857142857144,37.24285714285715,"[0.0, 0.0, 0.0, 0.0, 0.02776837159703205, 4.958787761658714, 0.0, 0.22999687533411228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001994406116690439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1356131801457314]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]"
0,4.958787761658714,0.0,0.21180535316174268,500.0,0,0,15,19095,607000,19095,607000,1005,67000,19095,67000,19095,False,30,19,3637b_00000,b0650598341c4f4bbd51fb7156d480b8,2022-08-31_14-13-39,1661948019,4.368292808532715,51.19836759567261,1575056,main-desktop,192.168.0.58,51.19836759567261,0,19,4.5533483028411865,19095,607000,19095,607000,4.958787761658714,0.0,0.21180535316174268,500.0,0,0,"[0.0, 0.0, 0.0, 0.0, 0.02776837159703205, 4.958787761658714, 0.0, 0.22999687533411228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001994406116690439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1356131801457314]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",63.108,19095,607000,19095,607000,21.933333333333334,37.333333333333336,"[0.0, 0.0, 0.0, 0.0, 0.02776837159703205, 4.958787761658714, 0.0, 0.22999687533411228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001994406116690439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1356131801457314]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]"
0,4.958787761658714,0.0,0.21180535316174268,500.0,0,0,15,20100,674000,20100,674000,1005,67000,20100,67000,20100,False,30,20,3637b_00000,b0650598341c4f4bbd51fb7156d480b8,2022-08-31_14-13-44,1661948024,4.436460971832275,55.63482856750488,1575056,main-desktop,192.168.0.58,55.63482856750488,0,20,4.5533483028411865,20100,674000,20100,674000,4.958787761658714,0.0,0.21180535316174268,500.0,0,0,"[0.0, 0.0, 0.0, 0.0, 0.02776837159703205, 4.958787761658714, 0.0, 0.22999687533411228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001994406116690439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1356131801457314]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",64.388,20100,674000,20100,674000,22.516666666666666,36.55,"[0.0, 0.0, 0.0, 0.0, 0.02776837159703205, 4.958787761658714, 0.0, 0.22999687533411228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001994406116690439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1356131801457314]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]"
0,4.958787761658714,0.0,0.21180535316174268,500.0,0,0,15,21105,741000,21105,741000,1005,67000,21105,67000,21105,False,30,21,3637b_00000,b0650598341c4f4bbd51fb7156d480b8,2022-08-31_14-13-48,1661948028,4.521285533905029,60.15611410140991,1575056,main-desktop,192.168.0.58,60.15611410140991,0,21,4.5533483028411865,21105,741000,21105,741000,4.958787761658714,0.0,0.21180535316174268,500.0,0,0,"[0.0, 0.0, 0.0, 0.0, 0.02776837159703205, 4.958787761658714, 0.0, 0.22999687533411228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001994406116690439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1356131801457314]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",73.338,21105,741000,21105,741000,22.099999999999998,36.4,"[0.0, 0.0, 0.0, 0.0, 0.02776837159703205, 4.958787761658714, 0.0, 0.22999687533411228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001994406116690439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1356131801457314]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]"
0,4.958787761658714,0.0,0.21180535316174268,500.0,0,0,15,22110,808000,22110,808000,1005,67000,22110,67000,22110,False,30,22,3637b_00000,b0650598341c4f4bbd51fb7156d480b8,2022-08-31_14-13-53,1661948033,4.3745551109313965,64.53066921234131,1575056,main-desktop,192.168.0.58,64.53066921234131,0,22,4.5533483028411865,22110,808000,22110,808000,4.958787761658714,0.0,0.21180535316174268,500.0,0,0,"[0.0, 0.0, 0.0, 0.0, 0.02776837159703205, 4.958787761658714, 0.0, 0.22999687533411228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001994406116690439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1356131801457314]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",74.201,22110,808000,22110,808000,22.683333333333334,36.4,"[0.0, 0.0, 0.0, 0.0, 0.02776837159703205, 4.958787761658714, 0.0, 0.22999687533411228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001994406116690439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1356131801457314]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]"
0,4.958787761658714,0.0,0.15758117918784717,500.0,15,0,15,23115,875000,23115,875000,1005,67000,23115,67000,23115,False,45,23,3637b_00000,b0650598341c4f4bbd51fb7156d480b8,2022-08-31_14-13-57,1661948037,4.354885101318359,68.88555431365967,1575056,main-desktop,192.168.0.58,68.88555431365967,0,23,4.5533483028411865,23115,875000,23115,875000,4.958787761658714,0.0,0.15758117918784717,500.0,15,0,"[0.0, 0.0, 0.0, 0.0, 0.02776837159703205, 4.958787761658714, 0.0, 0.22999687533411228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001994406116690439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1356131801457314, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4863155009996507, 0.0010627008776606939, 0.0, 0.08792244069159227, 0.0, 0.16169182603193688, 0.0, 0.0]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",63.819,23115,875000,23115,875000,21.166666666666668,36.31666666666666,"[0.0, 0.0, 0.0, 0.0, 0.02776837159703205, 4.958787761658714, 0.0, 0.22999687533411228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001994406116690439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1356131801457314, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4863155009996507, 0.0010627008776606939, 0.0, 0.08792244069159227, 0.0, 0.16169182603193688, 0.0, 0.0]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]"
