num_recreated_workers,episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths
0,nan,nan,nan,nan,0,0,15,1005,0,1005,0,1005,0,1005,0,1005,False,0,1,0cabd_00000,d22c3ed1eeae4a6198d132f1d76cb14e,2022-08-31_12-38-36,1661942316,1.2525336742401123,1.2525336742401123,1553757,main-desktop,192.168.0.58,1.2525336742401123,0,1,4.429453372955322,1005,0,1005,0,nan,nan,nan,nan,0,0,[],[],16.183,1005,0,1005,0,53.150000000000006,34.5,[],[]
0,nan,nan,nan,nan,0,0,15,2010,0,2010,0,1005,0,2010,0,2010,False,0,2,0cabd_00000,d22c3ed1eeae4a6198d132f1d76cb14e,2022-08-31_12-38-37,1661942317,1.0332450866699219,2.285778760910034,1553757,main-desktop,192.168.0.58,2.285778760910034,0,2,4.429453372955322,2010,0,2010,0,nan,nan,nan,nan,0,0,[],[],14.394,2010,0,2010,0,51.25,34.650000000000006,[],[]
0,nan,nan,nan,nan,0,0,15,3015,0,3015,0,1005,0,3015,0,3015,False,0,3,0cabd_00000,d22c3ed1eeae4a6198d132f1d76cb14e,2022-08-31_12-38-38,1661942318,1.0128633975982666,3.298642158508301,1553757,main-desktop,192.168.0.58,3.298642158508301,0,3,4.429453372955322,3015,0,3015,0,nan,nan,nan,nan,0,0,[],[],14.045,3015,0,3015,0,52.0,34.8,[],[]
0,nan,nan,nan,nan,0,0,15,4020,0,4020,0,1005,0,4020,0,4020,False,0,4,0cabd_00000,d22c3ed1eeae4a6198d132f1d76cb14e,2022-08-31_12-38-39,1661942319,1.0442044734954834,4.342846632003784,1553757,main-desktop,192.168.0.58,4.342846632003784,0,4,4.429453372955322,4020,0,4020,0,nan,nan,nan,nan,0,0,[],[],15.153,4020,0,4020,0,52.150000000000006,34.8,[],[]
0,nan,nan,nan,nan,0,0,15,5025,0,5025,0,1005,0,5025,0,5025,False,0,5,0cabd_00000,d22c3ed1eeae4a6198d132f1d76cb14e,2022-08-31_12-38-40,1661942320,1.0334725379943848,5.376319169998169,1553757,main-desktop,192.168.0.58,5.376319169998169,0,5,4.429453372955322,5025,0,5025,0,nan,nan,nan,nan,0,0,[],[],14.265,5025,0,5025,0,51.7,34.8,[],[]
0,nan,nan,nan,nan,0,0,15,6030,0,6030,0,1005,0,6030,0,6030,False,0,6,0cabd_00000,d22c3ed1eeae4a6198d132f1d76cb14e,2022-08-31_12-38-41,1661942321,1.028625726699829,6.404944896697998,1553757,main-desktop,192.168.0.58,6.404944896697998,0,6,4.429453372955322,6030,0,6030,0,nan,nan,nan,nan,0,0,[],[],14.837,6030,0,6030,0,51.900000000000006,34.95,[],[]
0,nan,nan,nan,nan,0,0,15,7035,0,7035,0,1005,0,7035,0,7035,False,0,7,0cabd_00000,d22c3ed1eeae4a6198d132f1d76cb14e,2022-08-31_12-38-42,1661942322,1.047384262084961,7.452329158782959,1553757,main-desktop,192.168.0.58,7.452329158782959,0,7,4.429453372955322,7035,0,7035,0,nan,nan,nan,nan,0,0,[],[],14.411,7035,0,7035,0,50.0,35.1,[],[]
0,41.18112556356099,4.515438858817098e-12,3.2187753329665503,500.0,15,0,15,8040,0,8040,0,1005,0,8040,0,8040,False,15,8,0cabd_00000,d22c3ed1eeae4a6198d132f1d76cb14e,2022-08-31_12-38-43,1661942323,1.0102498531341553,8.462579011917114,1553757,main-desktop,192.168.0.58,8.462579011917114,0,8,4.429453372955322,8040,0,8040,0,41.18112556356099,4.515438858817098e-12,3.2187753329665503,500.0,15,0,"[0.1440875007016607, 3.0743071138432594, 5.8711767922211884e-08, 1.0942823549980895e-08, 4.515438858817098e-12, 1.7591630711463516e-07, 3.4520539471143945e-11, 3.3751048802862456, 0.08352644413831888, 0.019592668704477, 0.37863007387075304, 9.48472740889075e-06, 9.059347878332289e-12, 41.18112556356099, 0.025246019046143747]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",14.278,8040,0,8040,0,51.7,35.349999999999994,"[0.1440875007016607, 3.0743071138432594, 5.8711767922211884e-08, 1.0942823549980895e-08, 4.515438858817098e-12, 1.7591630711463516e-07, 3.4520539471143945e-11, 3.3751048802862456, 0.08352644413831888, 0.019592668704477, 0.37863007387075304, 9.48472740889075e-06, 9.059347878332289e-12, 41.18112556356099, 0.025246019046143747]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]"
0,41.18112556356099,4.515438858817098e-12,3.2187753329665503,500.0,0,0,15,9060,0,9060,0,1020,0,9060,0,9060,False,15,9,0cabd_00000,d22c3ed1eeae4a6198d132f1d76cb14e,2022-08-31_12-38-44,1661942324,1.0028204917907715,9.465399503707886,1553757,main-desktop,192.168.0.58,9.465399503707886,0,9,4.429453372955322,9060,0,9060,0,41.18112556356099,4.515438858817098e-12,3.2187753329665503,500.0,0,0,"[0.1440875007016607, 3.0743071138432594, 5.8711767922211884e-08, 1.0942823549980895e-08, 4.515438858817098e-12, 1.7591630711463516e-07, 3.4520539471143945e-11, 3.3751048802862456, 0.08352644413831888, 0.019592668704477, 0.37863007387075304, 9.48472740889075e-06, 9.059347878332289e-12, 41.18112556356099, 0.025246019046143747]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",14.324,9060,0,9060,0,48.7,35.4,"[0.1440875007016607, 3.0743071138432594, 5.8711767922211884e-08, 1.0942823549980895e-08, 4.515438858817098e-12, 1.7591630711463516e-07, 3.4520539471143945e-11, 3.3751048802862456, 0.08352644413831888, 0.019592668704477, 0.37863007387075304, 9.48472740889075e-06, 9.059347878332289e-12, 41.18112556356099, 0.025246019046143747]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]"
0,41.18112556356099,4.515438858817098e-12,3.2187753329665503,500.0,0,0,15,10065,500,10065,500,1005,500,10065,500,10065,False,15,10,0cabd_00000,d22c3ed1eeae4a6198d132f1d76cb14e,2022-08-31_12-38-45,1661942325,1.2870957851409912,10.752495288848877,1553757,main-desktop,192.168.0.58,10.752495288848877,0,10,4.429453372955322,10065,500,10065,500,41.18112556356099,4.515438858817098e-12,3.2187753329665503,500.0,0,0,"[0.1440875007016607, 3.0743071138432594, 5.8711767922211884e-08, 1.0942823549980895e-08, 4.515438858817098e-12, 1.7591630711463516e-07, 3.4520539471143945e-11, 3.3751048802862456, 0.08352644413831888, 0.019592668704477, 0.37863007387075304, 9.48472740889075e-06, 9.059347878332289e-12, 41.18112556356099, 0.025246019046143747]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",35.08,10065,500,10065,500,48.099999999999994,35.6,"[0.1440875007016607, 3.0743071138432594, 5.8711767922211884e-08, 1.0942823549980895e-08, 4.515438858817098e-12, 1.7591630711463516e-07, 3.4520539471143945e-11, 3.3751048802862456, 0.08352644413831888, 0.019592668704477, 0.37863007387075304, 9.48472740889075e-06, 9.059347878332289e-12, 41.18112556356099, 0.025246019046143747]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]"
