num_recreated_workers,episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths
0,nan,nan,nan,nan,0,0,15,1005,0,1005,0,1005,0,1005,0,1005,False,0,1,098da_00000,7d15ae0a75ae4ebeab098445e8b90c8b,2022-09-01_11-18-35,1662023915,1.1122186183929443,1.1122186183929443,70064,main-desktop,192.168.0.58,1.1122186183929443,0,1,4.744371175765991,1005,0,1005,0,nan,nan,nan,nan,0,0,[],[],17.153,1005,0,1005,0,51.05,35.849999999999994,0.11000000000000001,0.915283203125,[],[]
0,nan,nan,nan,nan,0,0,15,2010,0,2010,0,1005,0,2010,0,2010,False,0,2,098da_00000,7d15ae0a75ae4ebeab098445e8b90c8b,2022-09-01_11-18-36,1662023916,1.1048338413238525,2.217052459716797,70064,main-desktop,192.168.0.58,2.217052459716797,0,2,4.744371175765991,2010,0,2010,0,nan,nan,nan,nan,0,0,[],[],15.508,2010,0,2010,0,51.1,36.05,0.08,0.9148763020833333,[],[]
0,nan,nan,nan,nan,0,0,15,3015,0,3015,0,1005,0,3015,0,3015,False,0,3,098da_00000,7d15ae0a75ae4ebeab098445e8b90c8b,2022-09-01_11-18-37,1662023917,1.0939176082611084,3.3109700679779053,70064,main-desktop,192.168.0.58,3.3109700679779053,0,3,4.744371175765991,3015,0,3015,0,nan,nan,nan,nan,0,0,[],[],15.877,3015,0,3015,0,57.2,36.1,0.08,0.91455078125,[],[]
0,nan,nan,nan,nan,0,0,15,4020,0,4020,0,1005,0,4020,0,4020,False,0,4,098da_00000,7d15ae0a75ae4ebeab098445e8b90c8b,2022-09-01_11-18-38,1662023918,1.0057411193847656,4.316711187362671,70064,main-desktop,192.168.0.58,4.316711187362671,0,4,4.744371175765991,4020,0,4020,0,nan,nan,nan,nan,0,0,[],[],16.232,4020,0,4020,0,57.65,36.25,0.08,0.9138997395833334,[],[]
0,nan,nan,nan,nan,0,0,15,5040,0,5040,0,1020,0,5040,0,5040,False,0,5,098da_00000,7d15ae0a75ae4ebeab098445e8b90c8b,2022-09-01_11-18-39,1662023919,1.014167308807373,5.330878496170044,70064,main-desktop,192.168.0.58,5.330878496170044,0,5,4.744371175765991,5040,0,5040,0,nan,nan,nan,nan,0,0,[],[],14.411,5040,0,5040,0,53.2,36.4,0.08,0.9138997395833334,[],[]
0,nan,nan,nan,nan,0,0,15,6060,0,6060,0,1020,0,6060,0,6060,False,0,6,098da_00000,7d15ae0a75ae4ebeab098445e8b90c8b,2022-09-01_11-18-40,1662023920,1.0121269226074219,6.343005418777466,70064,main-desktop,192.168.0.58,6.343005418777466,0,6,4.744371175765991,6060,0,6060,0,nan,nan,nan,nan,0,0,[],[],14.465,6060,0,6060,0,50.5,36.1,0.08,0.9138997395833334,[],[]
0,nan,nan,nan,nan,0,0,15,7065,0,7065,0,1005,0,7065,0,7065,False,0,7,098da_00000,7d15ae0a75ae4ebeab098445e8b90c8b,2022-09-01_11-18-41,1662023921,1.0409026145935059,7.383908033370972,70064,main-desktop,192.168.0.58,7.383908033370972,0,7,4.744371175765991,7065,0,7065,0,nan,nan,nan,nan,0,0,[],[],15.079,7065,0,7065,0,53.05,36.1,0.08499999999999999,0.910400390625,[],[]
0,58.35464824284088,31.10634585173062,41.9165954173328,500.0,15,0,15,8070,0,8070,0,1005,0,8070,0,8070,False,15,8,098da_00000,7d15ae0a75ae4ebeab098445e8b90c8b,2022-09-01_11-18-42,1662023922,1.0252232551574707,8.409131288528442,70064,main-desktop,192.168.0.58,8.409131288528442,0,8,4.744371175765991,8070,0,8070,0,58.35464824284088,31.10634585173062,41.9165954173328,500.0,15,0,"[42.982443738005934, 36.31628966548802, 32.667942077679974, 43.09853469439646, 49.236613080649505, 46.775684940127036, 33.478094808450074, 38.294722989653486, 33.91110437914602, 42.057152511498614, 35.33305820705609, 31.10634585173062, 58.35464824284088, 52.142042381192596, 52.99425369207677]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",14.441,8070,0,8070,0,52.0,36.3,0.07,0.9099934895833334,"[42.982443738005934, 36.31628966548802, 32.667942077679974, 43.09853469439646, 49.236613080649505, 46.775684940127036, 33.478094808450074, 38.294722989653486, 33.91110437914602, 42.057152511498614, 35.33305820705609, 31.10634585173062, 58.35464824284088, 52.142042381192596, 52.99425369207677]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]"
0,58.35464824284088,31.10634585173062,41.9165954173328,500.0,0,0,15,9105,0,9105,0,1035,0,9105,0,9105,False,15,9,098da_00000,7d15ae0a75ae4ebeab098445e8b90c8b,2022-09-01_11-18-43,1662023923,1.0127873420715332,9.421918630599976,70064,main-desktop,192.168.0.58,9.421918630599976,0,9,4.744371175765991,9105,0,9105,0,58.35464824284088,31.10634585173062,41.9165954173328,500.0,0,0,"[42.982443738005934, 36.31628966548802, 32.667942077679974, 43.09853469439646, 49.236613080649505, 46.775684940127036, 33.478094808450074, 38.294722989653486, 33.91110437914602, 42.057152511498614, 35.33305820705609, 31.10634585173062, 58.35464824284088, 52.142042381192596, 52.99425369207677]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",15.508,9105,0,9105,0,52.55,36.55,0.09,0.9099934895833334,"[42.982443738005934, 36.31628966548802, 32.667942077679974, 43.09853469439646, 49.236613080649505, 46.775684940127036, 33.478094808450074, 38.294722989653486, 33.91110437914602, 42.057152511498614, 35.33305820705609, 31.10634585173062, 58.35464824284088, 52.142042381192596, 52.99425369207677]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]"
0,58.35464824284088,31.10634585173062,41.9165954173328,500.0,0,0,15,10110,8000,10110,8000,1005,8000,10110,8000,10110,False,15,10,098da_00000,7d15ae0a75ae4ebeab098445e8b90c8b,2022-09-01_11-18-45,1662023925,1.4735796451568604,10.895498275756836,70064,main-desktop,192.168.0.58,10.895498275756836,0,10,4.744371175765991,10110,8000,10110,8000,58.35464824284088,31.10634585173062,41.9165954173328,500.0,0,0,"[42.982443738005934, 36.31628966548802, 32.667942077679974, 43.09853469439646, 49.236613080649505, 46.775684940127036, 33.478094808450074, 38.294722989653486, 33.91110437914602, 42.057152511498614, 35.33305820705609, 31.10634585173062, 58.35464824284088, 52.142042381192596, 52.99425369207677]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",53.515,10110,8000,10110,8000,45.3,36.8,0.135,0.9099934895833334,"[42.982443738005934, 36.31628966548802, 32.667942077679974, 43.09853469439646, 49.236613080649505, 46.775684940127036, 33.478094808450074, 38.294722989653486, 33.91110437914602, 42.057152511498614, 35.33305820705609, 31.10634585173062, 58.35464824284088, 52.142042381192596, 52.99425369207677]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]"
