num_recreated_workers,episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths
0,nan,nan,nan,nan,0,0,15,1005,0,1005,0,1005,0,1005,0,1005,False,0,1,42447_00000,b9673e0ce4b344af8f7b90ec249c21ca,2022-08-31_12-18-37,1661941117,1.1661639213562012,1.1661639213562012,1549238,main-desktop,192.168.0.58,1.1661639213562012,0,1,4.4255290031433105,1005,0,1005,0,nan,nan,nan,nan,0,0,[],[],16.787,1005,0,1005,0,53.7,40.849999999999994,[],[]
0,nan,nan,nan,nan,0,0,15,2010,0,2010,0,1005,0,2010,0,2010,False,0,2,42447_00000,b9673e0ce4b344af8f7b90ec249c21ca,2022-08-31_12-18-38,1661941118,1.0374069213867188,2.20357084274292,1549238,main-desktop,192.168.0.58,2.20357084274292,0,2,4.4255290031433105,2010,0,2010,0,nan,nan,nan,nan,0,0,[],[],14.66,2010,0,2010,0,51.599999999999994,41.05,[],[]
0,nan,nan,nan,nan,0,0,15,3030,0,3030,0,1020,0,3030,0,3030,False,0,3,42447_00000,b9673e0ce4b344af8f7b90ec249c21ca,2022-08-31_12-18-39,1661941119,1.007885217666626,3.211456060409546,1549238,main-desktop,192.168.0.58,3.211456060409546,0,3,4.4255290031433105,3030,0,3030,0,nan,nan,nan,nan,0,0,[],[],13.948,3030,0,3030,0,52.9,41.2,[],[]
0,nan,nan,nan,nan,0,0,15,4035,0,4035,0,1005,0,4035,0,4035,False,0,4,42447_00000,b9673e0ce4b344af8f7b90ec249c21ca,2022-08-31_12-18-40,1661941120,1.021697998046875,4.233154058456421,1549238,main-desktop,192.168.0.58,4.233154058456421,0,4,4.4255290031433105,4035,0,4035,0,nan,nan,nan,nan,0,0,[],[],14.646,4035,0,4035,0,53.4,41.05,[],[]
0,nan,nan,nan,nan,0,0,15,5040,0,5040,0,1005,0,5040,0,5040,False,0,5,42447_00000,b9673e0ce4b344af8f7b90ec249c21ca,2022-08-31_12-18-41,1661941121,1.0567963123321533,5.289950370788574,1549238,main-desktop,192.168.0.58,5.289950370788574,0,5,4.4255290031433105,5040,0,5040,0,nan,nan,nan,nan,0,0,[],[],16.714,5040,0,5040,0,55.1,40.8,[],[]
0,nan,nan,nan,nan,0,0,15,6045,0,6045,0,1005,0,6045,0,6045,False,0,6,42447_00000,b9673e0ce4b344af8f7b90ec249c21ca,2022-08-31_12-18-42,1661941122,1.0184800624847412,6.308430433273315,1549238,main-desktop,192.168.0.58,6.308430433273315,0,6,4.4255290031433105,6045,0,6045,0,nan,nan,nan,nan,0,0,[],[],14.596,6045,0,6045,0,58.900000000000006,39.85,[],[]
0,nan,nan,nan,nan,0,0,15,7050,0,7050,0,1005,0,7050,0,7050,False,0,7,42447_00000,b9673e0ce4b344af8f7b90ec249c21ca,2022-08-31_12-18-43,1661941123,1.0409157276153564,7.349346160888672,1549238,main-desktop,192.168.0.58,7.349346160888672,0,7,4.4255290031433105,7050,0,7050,0,nan,nan,nan,nan,0,0,[],[],15.31,7050,0,7050,0,54.0,39.1,[],[]
0,21.94414759427577,6.95322358794417e-12,2.6449297641152274,500.0,15,0,15,8055,0,8055,0,1005,0,8055,0,8055,False,15,8,42447_00000,b9673e0ce4b344af8f7b90ec249c21ca,2022-08-31_12-18-44,1661941124,1.01674485206604,8.366091012954712,1549238,main-desktop,192.168.0.58,8.366091012954712,0,8,4.4255290031433105,8055,0,8055,0,21.94414759427577,6.95322358794417e-12,2.6449297641152274,500.0,15,0,"[1.1473010746519832e-06, 7.56736393815963e-12, 0.0001070646389378171, 0.0071991791660343, 0.07514721061265191, 3.563051736128221e-07, 3.322367903596236, 0.3332553244749009, 21.94414759427577, 0.0072049485338674096, 12.130209063234702, 8.89542374275549e-12, 1.8543066694609596, 6.95322358794417e-12, 1.04683724370694e-10]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",13.99,8055,0,8055,0,54.400000000000006,38.6,"[1.1473010746519832e-06, 7.56736393815963e-12, 0.0001070646389378171, 0.0071991791660343, 0.07514721061265191, 3.563051736128221e-07, 3.322367903596236, 0.3332553244749009, 21.94414759427577, 0.0072049485338674096, 12.130209063234702, 8.89542374275549e-12, 1.8543066694609596, 6.95322358794417e-12, 1.04683724370694e-10]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]"
0,21.94414759427577,6.95322358794417e-12,2.6449297641152274,500.0,0,0,15,9060,0,9060,0,1005,0,9060,0,9060,False,15,9,42447_00000,b9673e0ce4b344af8f7b90ec249c21ca,2022-08-31_12-18-45,1661941125,1.049203634262085,9.415294647216797,1549238,main-desktop,192.168.0.58,9.415294647216797,0,9,4.4255290031433105,9060,0,9060,0,21.94414759427577,6.95322358794417e-12,2.6449297641152274,500.0,0,0,"[1.1473010746519832e-06, 7.56736393815963e-12, 0.0001070646389378171, 0.0071991791660343, 0.07514721061265191, 3.563051736128221e-07, 3.322367903596236, 0.3332553244749009, 21.94414759427577, 0.0072049485338674096, 12.130209063234702, 8.89542374275549e-12, 1.8543066694609596, 6.95322358794417e-12, 1.04683724370694e-10]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",13.771,9060,0,9060,0,52.3,38.6,"[1.1473010746519832e-06, 7.56736393815963e-12, 0.0001070646389378171, 0.0071991791660343, 0.07514721061265191, 3.563051736128221e-07, 3.322367903596236, 0.3332553244749009, 21.94414759427577, 0.0072049485338674096, 12.130209063234702, 8.89542374275549e-12, 1.8543066694609596, 6.95322358794417e-12, 1.04683724370694e-10]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]"
0,21.94414759427577,6.95322358794417e-12,2.6449297641152274,500.0,0,0,15,10065,500,10065,500,1005,500,10065,500,10065,False,15,10,42447_00000,b9673e0ce4b344af8f7b90ec249c21ca,2022-08-31_12-18-47,1661941127,1.2926604747772217,10.707955121994019,1549238,main-desktop,192.168.0.58,10.707955121994019,0,10,4.4255290031433105,10065,500,10065,500,21.94414759427577,6.95322358794417e-12,2.6449297641152274,500.0,0,0,"[1.1473010746519832e-06, 7.56736393815963e-12, 0.0001070646389378171, 0.0071991791660343, 0.07514721061265191, 3.563051736128221e-07, 3.322367903596236, 0.3332553244749009, 21.94414759427577, 0.0072049485338674096, 12.130209063234702, 8.89542374275549e-12, 1.8543066694609596, 6.95322358794417e-12, 1.04683724370694e-10]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",36.314,10065,500,10065,500,50.4,38.3,"[1.1473010746519832e-06, 7.56736393815963e-12, 0.0001070646389378171, 0.0071991791660343, 0.07514721061265191, 3.563051736128221e-07, 3.322367903596236, 0.3332553244749009, 21.94414759427577, 0.0072049485338674096, 12.130209063234702, 8.89542374275549e-12, 1.8543066694609596, 6.95322358794417e-12, 1.04683724370694e-10]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]"
